GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	OBSERVATION COUNT	BREEDING CODE	BREEDING CATEGORY	BEHAVIOR CODE	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS350097201	2021-03-25 00:00:02.137287	32848	species	Palm Warbler	Setophaga palmarum			2					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Exton Park	L1306255	H	40.0405279	-75.6021810	2015-10-15	08:20:00	obsr429067	S25566854	Traveling	P22	EBIRD	180	3.219		17	1	G1436689	0	1	0		walk led and list posted by Carol Kuniholm; beautiful, cool fall day		
URN:CornellLabOfOrnithology:EBIRD:OBS347743923	2021-04-01 15:14:13.10447	32848	species	Palm Warbler	Setophaga palmarum			5					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Struble Lake	L513115	H	40.1119512	-75.8629990	2015-10-13	07:24:00	obsr7291	S25407743	Traveling	P22	EBIRD	135	1.609		1	1		0	1	0		Overcast and foggy with little visibility over the lake. Birded lake edge and fields between parking area and the farm to the west.		
URN:CornellLabOfOrnithology:EBIRD:OBS348119795	2021-03-25 00:00:02.137287	32848	species	Palm Warbler	Setophaga palmarum			1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029	US-DE_3438	29			250 Sharp Road	L1006395	P	39.8151539	-75.7255465	2015-10-16	07:54:00	obsr21578	S25433990	Stationary	P21	EBIRD	23			1	1		0	1	0		Submitted from  BirdLog NA for Android v1.9.6		
URN:CornellLabOfOrnithology:EBIRD:OBS348030132	2021-03-25 00:00:02.137287	32848	species	Palm Warbler	Setophaga palmarum			2					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Exton Park	L1306255	H	40.0405279	-75.6021810	2015-10-15	08:20:00	obsr546162	S25428090	Traveling	P22	EBIRD	180	3.219		17	1	G1436689	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS345892778	2021-04-01 15:14:13.10447	32848	species	Palm Warbler	Setophaga palmarum			1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Exton Park	L1306255	H	40.0405279	-75.6021810	2015-10-01	08:30:00	obsr546162	S25282391	Traveling	P22	EBIRD	120	2.414		6	1	G1423746	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS347917305	2020-12-03 17:32:41.165567	32848	species	Palm Warbler	Setophaga palmarum			2					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Hibernia County Park--Chambers Lake	L865342	H	40.0308266	-75.8571303	2015-10-07	07:59:00	obsr11194	S25419974	Traveling	P22	EBIRD	61	0.966		1	1		0	1	0		<br />Submitted from eBird for iOS, version 1.1.3 Build 30		
URN:CornellLabOfOrnithology:EBIRD:OBS347284771	2021-03-23 21:23:10.058299	32848	species	Palm Warbler	Setophaga palmarum			1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Pickering Creek Trail	L906928	H	40.1012179	-75.5532682	2015-10-11	08:30:00	obsr214546	S25377205	Traveling	P22	EBIRD	150	1.432		2	1		0	1	0			Michael saw it first pumping its tail like crazy!	
URN:CornellLabOfOrnithology:EBIRD:OBS347198125	2019-01-03 09:20:27	32848	species	Palm Warbler	Setophaga palmarum			2					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Marsh Creek SP	L272015	H	40.0675599	-75.7199850	2015-10-10	09:30:00	obsr553483	S25371802	Traveling	P22	EBIRD	45	1.609		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS346429771	2021-03-25 00:00:02.137287	32848	species	Palm Warbler	Setophaga palmarum			5					United States	US	Pennsylvania	US-PA	Chester	US-PA-029	US-DE_3438	29			Bucktoe Creek Preserve (restricted access/private)	L837968	H	39.8206009	-75.7217216	2015-10-06	07:45:00	obsr24203	S25320287	Traveling	P22	EBIRD	255	4.023		2	1		0	1	0		Carol and Ron Majors, entered by Carol Majors		
URN:CornellLabOfOrnithology:EBIRD:OBS347203712	2021-03-25 00:00:02.137287	32848	species	Palm Warbler	Setophaga palmarum			4					United States	US	Pennsylvania	US-PA	Chester	US-PA-029	US-DE_3438	29			Bucktoe Creek Preserve (restricted access/private)	L837968	H	39.8206009	-75.7217216	2015-10-04	08:00:00	obsr248202	S25372157	Traveling	P22	EBIRD	195	5.311		4	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS348335278	2021-03-25 00:00:02.137287	32848	species	Palm Warbler	Setophaga palmarum			4					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Exton Park	L1306255	H	40.0405279	-75.6021810	2015-10-17	12:45:00	obsr542788	S25448297	Traveling	P22	EBIRD	120	1.609		1	1		0	1	0		<br />Submitted from eBird for iOS, version 1.1.3 Build 30		
URN:CornellLabOfOrnithology:EBIRD:OBS346583302	2021-03-25 00:00:02.137287	32848	species	Palm Warbler	Setophaga palmarum			4					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Longwood Gardens--Abbondi Property (restricted access)	L503797	H	39.8727917	-75.6859303	2015-10-07	09:14:00	obsr243748	S25331397	Traveling	P22	EBIRD	203	1.609		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS347276563	2021-03-23 21:23:10.058299	32848	species	Palm Warbler	Setophaga palmarum			1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Hibernia County Park--Chambers Lake	L865342	H	40.0308266	-75.8571303	2015-10-06	16:30:00	obsr7291	S25376760	Stationary	P21	EBIRD	40			1	1		0	1	0		Rick Robinson and Stollery & Flood were also birding adjacent to me at times.		
URN:CornellLabOfOrnithology:EBIRD:OBS348591773	2016-07-05 10:32:34	32848	species	Palm Warbler	Setophaga palmarum			8					United States	US	Pennsylvania	US-PA	Chester	US-PA-029	US-PA_3227	29			Laurels Reserve (restricted access)	L210340	H	39.9150273	-75.7963421	2015-10-18	09:00:00	obsr551710	S25464489	Traveling	P22	EBIRD	120	6.437		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS347691232	2021-03-25 00:00:02.137287	32848	species	Palm Warbler	Setophaga palmarum			1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Longwood Gardens--Abbondi Property (restricted access)	L503797	H	39.8727917	-75.6859303	2015-10-13	09:45:00	obsr243748	S25403938	Traveling	P22	EBIRD	213	2.012		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS349606010	2021-03-23 21:23:10.058299	32848	species	Palm Warbler	Setophaga palmarum			3					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Longwood Gardens--Meadow Garden	L2212335	H	39.8773368	-75.6677341	2015-10-24	11:25:00	obsr146205	S25532613	Traveling	P22	EBIRD	120	3.219		1	1		0	1	0		John Mercer scouting for tomorrows walk to see if any good sparrows can be found (no)  Weather clear cool low 60's		
URN:CornellLabOfOrnithology:EBIRD:OBS348076926	2021-03-25 00:00:02.137287	32848	species	Palm Warbler	Setophaga palmarum			2					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Exton Park	L1306255	H	40.0405279	-75.6021810	2015-10-15	08:20:00	obsr246969	S25431119	Traveling	P22	EBIRD	180	3.219		17	1	G1436689	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS349044997	2021-03-25 00:00:02.137287	32848	species	Palm Warbler	Setophaga palmarum			1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029	US-DE_3438	29			Bucktoe Creek Preserve (restricted access/private)	L837968	H	39.8206009	-75.7217216	2015-10-20	08:15:00	obsr24203	S25493460	Traveling	P22	EBIRD	246	5.230		1	1	G1441824	0	1	0		Bird survey: Bob Strahorn, data entry Bob Strahorn <br />Submitted from eBird for iOS, version 1.1.3 Build 30		
URN:CornellLabOfOrnithology:EBIRD:OBS350671998	2021-04-01 15:14:13.10447	32848	species	Palm Warbler	Setophaga palmarum			3					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Longwood Gardens--Meadow Garden	L2212335	H	39.8773368	-75.6677341	2015-10-11	09:00:00	obsr544551	S25632568	Stationary	P21	EBIRD	540			25	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS347854944	2021-04-01 15:14:13.10447	32848	species	Palm Warbler	Setophaga palmarum			5					United States	US	Pennsylvania	US-PA	Chester	US-PA-029	US-DE_3438	29			Bucktoe Creek Preserve (restricted access/private)	L837968	H	39.8206009	-75.7217216	2015-10-11	08:00:00	obsr626767	S25415690	Traveling	P22	EBIRD	195	3.380		5	1	G1433208	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS347397346	2018-08-03 18:02:45	32848	species	Palm Warbler	Setophaga palmarum			2					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Hibernia County Park--Chambers Lake	L865342	H	40.0308266	-75.8571303	2015-10-09	14:30:00	obsr246969	S25384010	Stationary	P21	EBIRD	80			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS349553476	2021-03-25 00:00:02.137287	32848	species	Palm Warbler	Setophaga palmarum			2					United States	US	Pennsylvania	US-PA	Chester	US-PA-029	US-PA_963	29			Goat Hill Serpentine Barrens	L1197302	H	39.7286839	-76.0729542	2015-10-24	12:30:00	obsr229666	S25529285	Traveling	P22	EBIRD	75	2.736		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS347810662	2021-03-25 00:00:02.137287	32848	species	Palm Warbler	Setophaga palmarum			4					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Longwood Gardens--Meadow Garden	L2212335	H	39.8773368	-75.6677341	2015-10-14	08:17:00	obsr21752	S25412682	Traveling	P22	EBIRD	71	1.770		2	1		0	1	0		Submitted from  BirdLog NA for Android v1.9.6		
URN:CornellLabOfOrnithology:EBIRD:OBS346757875	2021-03-25 00:00:02.137287	32848	species	Palm Warbler	Setophaga palmarum			1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029	US-PA_914	29			Coventry Woods Park	L820926	H	40.2086062	-75.7120040	2015-10-08	08:30:00	obsr289566	S25342752	Traveling	P22	EBIRD	150	4.828		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS350763349	2021-03-25 00:00:02.137287	32848	species	Palm Warbler	Setophaga palmarum			2					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Exton Park	L1306255	H	40.0405279	-75.6021810	2015-10-31	08:15:00	obsr432900	S25639748	Traveling	P22	EBIRD	103	2.414		2	1	G1450890	0	1	0		<br />Submitted from eBird for iOS, version 1.1.3 Build 30		
URN:CornellLabOfOrnithology:EBIRD:OBS348284585	2021-03-25 00:00:02.137287	32848	species	Palm Warbler	Setophaga palmarum			5					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Exton Park	L1306255	H	40.0405279	-75.6021810	2015-10-17	08:49:00	obsr293440	S25445260	Traveling	P22	EBIRD	100	3.219		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS346837033	2015-10-13 07:12:45	32848	species	Palm Warbler	Setophaga palmarum			2					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Marsh Creek State Park: Lyndel side	L3948006	P	40.0636110	-75.7292440	2015-10-05	10:55:00	obsr444779	S25347869	Traveling	P22	EBIRD	260	4.023		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS347408431	2021-03-25 00:00:02.137287	32848	species	Palm Warbler	Setophaga palmarum			5					United States	US	Pennsylvania	US-PA	Chester	US-PA-029	US-DE_3438	29			Bucktoe Creek Preserve (restricted access/private)	L837968	H	39.8206009	-75.7217216	2015-10-11	08:00:00	obsr248202	S25384694	Traveling	P22	EBIRD	195	3.380		5	1	G1433208	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS349197403	2018-08-03 18:05:38	32848	species	Palm Warbler	Setophaga palmarum			2					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Hibernia County Park--Chambers Lake	L865342	H	40.0308266	-75.8571303	2015-10-21	08:00:00	obsr134567	S25504183	Traveling	P22	EBIRD	150	0.805		2	1	G1445606	0	1	0		With Dave Luning, walk west berm path and scan lake, and fields		
URN:CornellLabOfOrnithology:EBIRD:OBS348282024	2021-03-25 00:00:02.137287	32848	species	Palm Warbler	Setophaga palmarum			6					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Exton Park	L1306255	H	40.0405279	-75.6021810	2015-10-17	09:05:00	obsr542788	S25445076	Traveling	P22	EBIRD	50	1.207		3	1	G1437937	0	1	0		<br />Submitted from eBird for iOS, version 1.1.3 Build 30		
URN:CornellLabOfOrnithology:EBIRD:OBS348750910	2021-03-29 12:27:54.94253	32848	species	Palm Warbler	Setophaga palmarum			1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Landenberg home sanctuary	L3275174	P	39.7513804	-75.8018124	2015-10-18	16:30:00	obsr557743	S25473048	Stationary	P21	EBIRD	110			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS348021315	2021-03-25 00:00:02.137287	32848	species	Palm Warbler	Setophaga palmarum			2					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Exton Park	L1306255	H	40.0405279	-75.6021810	2015-10-15	08:20:00	obsr561952	S25427506	Traveling	P22	EBIRD	180	3.219		17	1	G1436689	0	1	0		walk led and list posted by Carol Kuniholm; beautiful, cool fall day		
URN:CornellLabOfOrnithology:EBIRD:OBS348222640	2021-04-01 15:14:13.10447	32848	species	Palm Warbler	Setophaga palmarum			1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Newlin, 1079 Unionville Wawaset Road	L2924245	P	39.9091900	-75.7012600	2015-10-16	13:40:00	obsr294335	S25440904	Traveling	P22	EBIRD	28	0.402		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS348041754	2021-05-19 11:02:35.791047	32848	species	Palm Warbler	Setophaga palmarum			1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029	US-PA_914	29			State Game Lands 43	L3277675	H	40.1748208	-75.7980632	2015-10-15	09:30:00	obsr289566	S25428855	Traveling	P22	EBIRD	90	2.012		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS347368960	2018-12-03 09:01:54	32848	species	Palm Warbler	Setophaga palmarum			1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Landenberg home sanctuary	L3275174	P	39.7513804	-75.8018124	2015-10-11	17:20:00	obsr557743	S25382332	Stationary	P21	EBIRD	70			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS350167440	2021-03-30 20:09:36.291157	32848	species	Palm Warbler	Setophaga palmarum			1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Hibernia County Park--Chambers Lake	L865342	H	40.0308266	-75.8571303	2015-10-27	09:45:00	obsr478956	S25571507	Traveling	P22	EBIRD	195	0.483		4	1	G1448177	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS347558359	2015-10-13 07:05:15	32848	species	Palm Warbler	Setophaga palmarum			1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Longwood Gardens--Meadow Garden	L2212335	H	39.8773368	-75.6677341	2015-10-12	10:00:00	obsr149113	S25394395	Traveling	P22	EBIRD	60	0.805		24	1	G1434119	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS350096963	2021-04-01 15:14:13.10447	32848	species	Palm Warbler	Setophaga palmarum			1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Exton Park	L1306255	H	40.0405279	-75.6021810	2015-10-01	08:30:00	obsr429067	S25566843	Traveling	P22	EBIRD	120	2.414		6	1	G1423746	0	1	0		Windy, overcast, light rain. Walk led and recorded by Carol Kuniholm		
URN:CornellLabOfOrnithology:EBIRD:OBS345655728	2021-04-01 15:14:13.10447	32848	species	Palm Warbler	Setophaga palmarum			1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Exton Park	L1306255	H	40.0405279	-75.6021810	2015-10-01	08:30:00	obsr185422	S25264776	Traveling	P22	EBIRD	120	2.414		6	1	G1423746	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS347982504	2021-03-25 00:00:02.137287	32848	species	Palm Warbler	Setophaga palmarum			4					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Longwood Gardens--Meadow Garden	L2212335	H	39.8773368	-75.6677341	2015-10-14	08:11:00	obsr146205	S25424606	Traveling	P22	EBIRD	73	1.770		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS347272346	2021-03-25 00:00:02.137287	32848	species	Palm Warbler	Setophaga palmarum			1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Exton Park	L1306255	H	40.0405279	-75.6021810	2015-10-10	10:50:00	obsr218962	S25376518	Stationary	P21	EBIRD	309			4	1		0	1	0		Birds observed during my stretch as counter for the Friends of Exton Park Big Sit. <br />Submitted from eBird for iOS, version 1.1.3 Build 30		
URN:CornellLabOfOrnithology:EBIRD:OBS348051315	2021-03-25 00:00:02.137287	32848	species	Palm Warbler	Setophaga palmarum			2					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Exton Park	L1306255	H	40.0405279	-75.6021810	2015-10-15	08:20:00	obsr427262	S25429512	Traveling	P22	EBIRD	180	3.219		17	1	G1436689	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS348548962	2021-04-01 15:14:13.10447	32848	species	Palm Warbler	Setophaga palmarum			1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Hibernia County Park--Chambers Lake	L865342	H	40.0308266	-75.8571303	2015-10-18	12:20:00	obsr21578	S25461710	Traveling	P22	EBIRD	94	1.127		1	1		0	1	0		Walked berm on southwest side of the lake.		
URN:CornellLabOfOrnithology:EBIRD:OBS347206248	2021-03-25 00:00:02.137287	32848	species	Palm Warbler	Setophaga palmarum			4					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Exton Park	L1306255	H	40.0405279	-75.6021810	2015-10-10	08:00:00	obsr218962	S25372246	Traveling	P22	EBIRD	170	3.219		3	1		0	1	0		Checklist taken from Upper Main Line YMCA's family bird walk led by BQ. <br />Submitted from eBird for iOS, version 1.1.3 Build 30		
URN:CornellLabOfOrnithology:EBIRD:OBS345629155	2021-04-01 15:14:13.10447	32848	species	Palm Warbler	Setophaga palmarum			1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Exton Park	L1306255	H	40.0405279	-75.6021810	2015-10-01	08:30:00	obsr453541	S25262653	Traveling	P22	EBIRD	120	2.414		6	1	G1423746	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS350117900	2021-03-30 20:09:36.291157	32848	species	Palm Warbler	Setophaga palmarum			1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Hibernia County Park--Chambers Lake	L865342	H	40.0308266	-75.8571303	2015-10-27	09:45:00	obsr289566	S25568012	Traveling	P22	EBIRD	195	0.483		4	1	G1448177	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS346688119	2018-08-03 18:02:29	32848	species	Palm Warbler	Setophaga palmarum			1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Hibernia County Park--Chambers Lake	L865342	H	40.0308266	-75.8571303	2015-10-06	10:48:00	obsr294335	S25337953	Traveling	P22	EBIRD	95	0.161		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS347112106	2021-03-25 00:00:02.137287	32848	species	Palm Warbler	Setophaga palmarum			2					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Hibernia County Park--Chambers Lake	L865342	H	40.0308266	-75.8571303	2015-10-10	06:15:00	obsr92769	S25366613	Stationary	P21	EBIRD	375			10	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS348824388	2020-12-03 19:39:44.696027	32848	species	Palm Warbler	Setophaga palmarum			6					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			West Vincent Twp. Sewage Pond	L2527023	H	40.1118440	-75.6786776	2015-10-19	15:05:00	obsr289566	S25478065	Traveling	P22	EBIRD	60	0.483		1	1		0	1	0		Observations made on treatment pond and along trails on the side of the pond.		
URN:CornellLabOfOrnithology:EBIRD:OBS348230104	2021-03-30 20:09:36.291157	32848	species	Palm Warbler	Setophaga palmarum			6					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Hibernia County Park--Chambers Lake	L865342	H	40.0308266	-75.8571303	2015-10-16	07:59:00	obsr243748	S25441440	Traveling	P22	EBIRD	191	1.609		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS347443399	2021-04-01 15:14:13.10447	32848	species	Palm Warbler	Setophaga palmarum			5					United States	US	Pennsylvania	US-PA	Chester	US-PA-029	US-DE_3438	29			Bucktoe Creek Preserve (restricted access/private)	L837968	H	39.8206009	-75.7217216	2015-10-11	08:00:00	obsr171621	S25386922	Traveling	P22	EBIRD	195	3.380		5	1	G1433208	0	1	0		Walk started out very chilly but warmed up quickly once the sun got above the tree line.		
URN:CornellLabOfOrnithology:EBIRD:OBS346403138	2021-03-30 20:09:36.291157	32848	species	Palm Warbler	Setophaga palmarum			7					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Marsh Creek SP	L272015	H	40.0675599	-75.7199850	2015-10-06	08:00:00	obsr553483	S25318489	Traveling	P22	EBIRD	90	1.609		1	1		1	1	0			In willows along shoreline	
URN:CornellLabOfOrnithology:EBIRD:OBS347440511	2021-04-01 15:14:13.10447	32848	species	Palm Warbler	Setophaga palmarum			5					United States	US	Pennsylvania	US-PA	Chester	US-PA-029	US-DE_3438	29			Bucktoe Creek Preserve (restricted access/private)	L837968	H	39.8206009	-75.7217216	2015-10-11	08:00:00	obsr24203	S25386721	Traveling	P22	EBIRD	195	3.380		5	1	G1433208	0	1	0		Walk started out very chilly but warmed up quickly once the sun got above the tree line.		
URN:CornellLabOfOrnithology:EBIRD:OBS346779939	2021-03-25 00:00:02.137287	32848	species	Palm Warbler	Setophaga palmarum			2					United States	US	Pennsylvania	US-PA	Chester	US-PA-029	US-PA_960	29			Willistown Township	L3223363	P	40.0077946	-75.4891960	2015-10-08	08:00:00	obsr8523	S25344149	Traveling	P22	EBIRD	225	9.656		4	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS349402392	2021-03-25 00:00:02.137287	32848	species	Palm Warbler	Setophaga palmarum			2					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Hibernia County Park--Chambers Lake	L865342	H	40.0308266	-75.8571303	2015-10-22	13:36:00	obsr7291	S25518822	Stationary	P21	EBIRD	78			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS349846559	2017-08-23 13:07:24	32848	species	Palm Warbler	Setophaga palmarum			1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Hibernia County Park--Chambers Lake	L865342	H	40.0308266	-75.8571303	2015-10-21	13:36:00	obsr11194	S25549353	Stationary	P21	EBIRD	49			1	1		0	1	0		<br />Submitted from eBird for iOS, version 1.1.3 Build 30		
URN:CornellLabOfOrnithology:EBIRD:OBS345818732	2021-03-25 00:00:02.137287	32848	species	Palm Warbler	Setophaga palmarum			4					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Pocopson Park and Trail System	L3930208	H	39.9060081	-75.6652880	2015-10-03	10:29:00	obsr21578	S25277443	Traveling	P22	EBIRD	93	1.127		2	1		0	1	0		There are a few trails that spider out from the parking lot where the hotspot marker is.  We took the one that wraps around the back side of the prison.  Here, the trail looks down on two sewage settling ponds, where you can get a view of most of one pond, and a partial view of the lower pond.  Geese and mallards were on the upper pond, and all the Tree Swallows were swarming the surface of the lower pond.  The trail dead-ends about 1/2 mile later, but it is a nice walk through spray irrigation fields, and along thicket and forest edge, although some housing developments border the edge.  Overcast, windy, and cool.  Tail end of a Nor'easter.		
URN:CornellLabOfOrnithology:EBIRD:OBS347069890	2018-08-03 18:02:49	32848	species	Palm Warbler	Setophaga palmarum			1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Hibernia County Park--Chambers Lake	L865342	H	40.0308266	-75.8571303	2015-10-10	08:17:00	obsr248202	S25364077	Stationary	P21	EBIRD	248			11	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS346724414	2021-03-25 00:00:02.137287	32848	species	Palm Warbler	Setophaga palmarum			2					United States	US	Pennsylvania	US-PA	Chester	US-PA-029	US-DE_3438	29			250 Sharp Road	L1006395	P	39.8151539	-75.7255465	2015-10-08	07:52:00	obsr21578	S25340585	Stationary	P21	EBIRD	28			1	1		0	1	0		Submitted from  BirdLog NA for Android v1.9.6		
URN:CornellLabOfOrnithology:EBIRD:OBS349846964	2018-08-03 18:05:54	32848	species	Palm Warbler	Setophaga palmarum			1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Hibernia County Park--Chambers Lake	L865342	H	40.0308266	-75.8571303	2015-10-25	10:25:00	obsr11194	S25549379	Traveling	P22	EBIRD	54	0.483		1	1		0	1	0		Walked from the hawkwatch area back to the cove to scope the grebes<br />Submitted from eBird for iOS, version 1.1.3 Build 30		
URN:CornellLabOfOrnithology:EBIRD:OBS350461668	2021-03-25 00:00:02.137287	32848	species	Palm Warbler	Setophaga palmarum			7					United States	US	Pennsylvania	US-PA	Chester	US-PA-029	US-DE_3438	29			Bucktoe Creek Preserve (restricted access/private)	L837968	H	39.8206009	-75.7217216	2015-10-29	11:19:00	obsr243748	S25617469	Stationary	P21	EBIRD	204			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS352642519	2021-03-25 00:00:02.137287	32848	species	Palm Warbler	Setophaga palmarum			2					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Exton Park	L1306255	H	40.0405279	-75.6021810	2015-10-15	08:20:00	obsr518633	S25778738	Traveling	P22	EBIRD	180	3.219		17	1	G1436689	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS349213136	2021-03-25 00:00:02.137287	32848	species	Palm Warbler	Setophaga palmarum			5					United States	US	Pennsylvania	US-PA	Chester	US-PA-029	US-PA_960	29			Willisbrook Preserve	L633319	H	40.0111816	-75.5222511	2015-10-22	08:04:00	obsr21752	S25505431	Traveling	P22	EBIRD	156	3.219		6	1		0	1	0		Submitted from  BirdLog NA for Android v1.9.6		
URN:CornellLabOfOrnithology:EBIRD:OBS351175872	2021-03-25 00:00:02.137287	32848	species	Palm Warbler	Setophaga palmarum			1					United States	US	Pennsylvania	US-PA	Chester	US-PA-029	US-PA_960	29			Rushton Farm	L1157732	H	39.9843053	-75.4868245	2015-10-21	17:21:00	obsr246969	S25668384	Traveling	P22	EBIRD	65	2.414		2	1	G1453274	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS349524085	2018-08-03 18:05:50	32848	species	Palm Warbler	Setophaga palmarum			4					United States	US	Pennsylvania	US-PA	Chester	US-PA-029		29			Hibernia County Park--Chambers Lake	L865342	H	40.0308266	-75.8571303	2015-10-24	09:39:00	obsr293440	S25527384	Traveling	P22	EBIRD	103	0.805		1	1		0	1	0				
